구분,Customer,Customer2,Location,Fab,IDM/Foundry,Country,Region,Origin,D/R,Device1,Device2,Device3,Grade,Grade1,Grade2,Team,사업,22.1Q,22.2Q,22.3Q,22.4Q,23.1Q,23.2Q,23.3Q,23.4Q,24.1Q,24.2Q,24.3Q,24.4Q,25.1Q,25.2Q,25.3Q,25.4Q,26.1Q,26.2Q,26.3Q,26.4Q,27.1Q,27.2Q,27.3Q,27.4Q,28.1Q,28.2Q,28.3Q,28.4Q
거래고객,UMC,UMC,Singapore,12i,Foundry,Singapore,AP,Taiwan,,Logic,Logic,Logic,PW,Prime,Polished,대만지사,비메모리,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
거래고객,UMC,UMC,Singapore,12i P3,Foundry,Singapore,AP,Taiwan,,Logic,Logic,Logic,EPI,EPI,Epitaxial,대만지사,비메모리,0,0,0,0,0,0,0,0,0,0,3,3,15,15,15,15,30,30,30,30,30,30,30,30,30,30,30,30
거래고객,STM,STM,Italia,Agrate (R3),IDM,Italia,EU,Italy,,Logic,BCD,Logic,EPI,EPI,Epitaxial,유럽지사,비메모리,1,1,1,1,2,2,2,2,3,3,3,3,5,5,5,5,8,8,8,8,13,13,13,13,15,15,15,15
거래고객,Globalfoundries,Globalfoundries,Germany,Fab 1,Foundry,Germany,EU,USA,28/32,Logic,Logic,Logic,EPI,EPI,Epitaxial,유럽지사,비메모리,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,47,47,47,47,50,50,50,50,50,50,50,50
거래고객,Globalfoundries,Globalfoundries,Germany,Fab 1,Foundry,Germany,EU,USA,28/32,Logic,Logic,Logic,PW,Anneal,Annealed,유럽지사,비메모리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
거래고객,Globalfoundries,Globalfoundries,Germany,Fab 1,Foundry,Germany,EU,USA,28/32,Logic,Logic,Logic,PW,RTA,Annealed,유럽지사,비메모리,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
거래고객,Globalfoundries,Globalfoundries,Germany,Fab 1,Foundry,Germany,EU,USA,22,Logic,Logic,Logic,PW,SOI,SOI,유럽지사,비메모리,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
거래고객,Globalfoundries,Globalfoundries,France,Crolles2,Foundry,France,EU,USA,,Logic,Logic,Logic,PW,SOI,SOI,유럽지사,비메모리,0,0,0,0,1,1,1,1,1,1,1,1,10,10,10,10,15,15,15,15,25,25,25,25,25,25,25,25
미거래고객,INFINEON,Infineon,Dresden,Power 300,IDM,Germany,EU,Germany,N-type,Discrete,Discrete,Discrete,PW,Prime,Polished,유럽지사,비메모리,75,75,75,75,80,80,80,80,85,85,85,85,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100
거래고객,Soitec,Soitec,France,Bernin,IDM,France,EU,France,65/45,Logic,Logic,Logic,PW,Prime,Polished,SEA영업,비메모리,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,80,80,80,80,90,90,90,90,100,100,100,100
거래고객,STM,STM,France,Crolles2,IDM,France,EU,Italy,,Logic,Logic,Logic,PW,SOI,SOI,유럽지사,비메모리,11,11,11,11,13,13,13,13,13,13,13,13,14,14,14,14,15,15,15,15,17,17,17,17,19,19,19,19
거래고객,STM,STM,France,Crolles2,IDM,France,EU,Italy,45/55/65,Logic,Logic,Logic,EPI,EPI,Epitaxial,유럽지사,비메모리,24,24,24,24,27,27,27,27,27,27,27,27,28,28,28,28,30,30,30,30,30,30,30,30,33,33,33,33
미거래고객,INFINEON,Infineon,Villach,,IDM,Austria,EU,Germany,N-type,Discrete,Discrete,Discrete,PW,Prime,Polished,유럽지사,비메모리,23,23,23,23,43,43,43,43,60,60,60,60,80,80,80,80,95,95,95,95,95,95,95,95,95,95,95,95
